request_id,mode,rank,score,hit_category,hit_source,hit_id,snippet,highlight
6,hybrid,8,12.133574,cycling,Elastography of nerves in the wrists of cyclists - PMC.pdf,1822,The study was conducted at a tertiary university hospital in accordance with the 1975 Declaration of Helsinki. The study,"The study <em>protocol</em> (103/2018) was approved by the Local Bioethics Committee, <em>and</em> written informed consent"
6,hybrid,9,12.118432,swimming,sensors-24-07936.pdf,4846,"Figure 2. Mean amplitude trend of internal/external rotation, fl exion/extension, and adduction/abduction before physiot","(solid line), <em>and</em> <em>after</em> (dashed line) fatiguing <em>protocol</em>."
6,hybrid,10,12.070443,cycling,Median and ulnar nerve injuries in cyclists_ A narrative review - PMC.pdf,1621,"This review yielded two case studies focusing on the MN , nine case studies/series on the UN , and two cohort studies fo","This review yielded two case studies focusing on the MN , nine case studies/series on the UN , <em>and</em> two"
7,knn,1,0.87858087,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2461,The development of Runner's Knee can be attributed to a range of factors: - Overuse and Repetitive Stress : Activities t,
7,knn,2,0.8699133,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2457,"Runner's Knee, or Patellofemoral Pain Syndrome, is a common ailment among athletes, particularly those who engage in spo",
7,knn,3,0.8645799,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2460,"The primary symptom of Runner's Knee is a dull, aching pain around or behind the kneecap (patella). This pain is often t",
7,knn,4,0.84723747,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2462,"Runner's Knee, though a common issue among athletes and active individuals, can often be prevented with the right approa",
7,knn,5,0.84388876,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2459,"Runner's Knee, or Patellofemoral Pain Syndrome, is not just a single condition but a spectrum of disorders that cause pa",
7,knn,6,0.83173007,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2466,"When dealing with Runner's Knee, a multifaceted approach to treatment and management is essential. It's not just about a",
7,knn,7,0.8269186,running,Common Running Injuries and How to Avoid Them - Union Health.pdf,2614,"- Runner's knee : Patellofemoral pain syndrome, commonly known as runner's knee, causes pain just behind or next to the ",
7,knn,8,0.8257915,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2458,1. Comprehensive Understanding : Runner's Knee involves pain around the knee and is common in athletes and active indivi,
7,knn,9,0.82302576,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2463,A crucial aspect of preventing Runner's Knee is adopting a well-planned training regimen that prioritizes knee health. -,
7,knn,10,0.8192984,running,"Ward Chiropractic And Rehabilitation - Chiropractor In Fairfax, VA USA __ FAQs on Running.pdf",2567,The knee cap or patella is a common source of irritation for runners. The constant rubbing of the patella over the knee ,
7,hybrid,1,7.827453,cycling,OAJSM-136653-potential-determinants-of-knee-pain-in-cyclists--a-systemati_052218.pdf,965,Cyclists with overuse-related pain or injuries in their knees present an increased medial projection of their knees and ,"However, this evidence <em>is</em> based on retrospective studies comparing cyclists with and without pain, which"
7,hybrid,2,7.508148,running,Patellofemoral Pain Syndrome (PFPS)_ Symptoms & Treatment.pdf,2179,Patellofemoral pain syndrome (PFPS) is knee pain under or around your patella (kneecap). Experts aren't certain what cau,Patellofemoral pain syndrome (PFPS) <em>is</em> <em>knee</em> pain under or around your patella (kneecap).
7,hybrid,3,7.336109,running,Running-injury recovery in five stages _ Sports injuries _ The Guardian.pdf,2621,"This is where runners will pretend their ongoing calf pain isn't really that problematic, or that their foot isn't reall","This <em>is</em> where runners will pretend their ongoing calf pain isn't really that problematic, or that their"
7,hybrid,4,6.999058,cycling,RossM_TrySportsReferenceGuide.pdf,1693,- Limited research assessing the impact of the hands-handlebar interface directly on knee pain and injury in cycling. - ,- Limited research assessing the impact of the hands-handlebar interface directly on <em>knee</em> pain and injury
7,hybrid,5,6.9332027,running,The Path to Healing From A Running Injury _ Injinji®.pdf,2114,"My history with injury goes way back to junior high. When I started track, I was in and out of physical therapy (PT), as","started track, I was in and out of physical therapy (PT), as well as orthopedic surgeons, dealing with <em>knee</em>"
7,hybrid,6,6.898369,running,running-injuries-how-to-prevent-and-overcome.pdf,2533,"- the back - the buttocks, - the hip, pelvis, and groin, - the upper leg, - the knee, - the lower leg, - the tendons, - ","- the back - the buttocks, - the hip, pelvis, and groin, - the upper leg, - the <em>knee</em>, - the lower leg"
7,hybrid,7,6.8429747,badminton,#1 Injury Prevention Tips for Badminton.pdf,329,- Most Common Badminton Injuries - Tips for badminton injury - Tips to Avoid Strain - Importance of Rest and Stretching ,Sports Badminton Academy's Safety Protocols - <em>What</em> Makes M.J. Academy Stand Out?
7,hybrid,8,6.8001995,swimming,"Swimming Sports Recovery Story _ Vail, Aspen, Denver, CO.pdf",4545,"'If you suffer this sort of injury Dr. Cunningham and his team are the people you want to see. They have preformed 1,000","They have preformed 1,000s of <em>knee</em> and shoulder surgeries, it's <em>what</em> they do."
7,hybrid,9,6.581877,soccer,The Best Soccer Prehab Exercises For Injury Prevention.pdf,3483,Muscle and tendon injuries are much more common in soccer compared to bone contusions and fractures or joint and ligamen,"Because of this, there has been plenty of research conducted as well as a lot of emphasis put on <em>what</em>"
7,hybrid,10,6.5769815,running,Patellofemoral Pain Syndrome (PFPS)_ Symptoms & Treatment.pdf,2185,Experts aren't sure exactly what causes PFPS. Some factors or issues that may cause it include: - Overusing your knees: ,Experts aren't sure exactly <em>what</em> causes PFPS.
8,knn,1,0.882205,running,computation-11-00248.pdf,1972,Running shoes serve as the principal interface connecting the foot and ground and have thus been posited as a pivotal me,
8,knn,2,0.8572491,running,computation-11-00248.pdf,2010,"Importantly, this investigation showed that tibial stress fracture probability was significantly greater in the minimal ",
8,knn,3,0.8516272,running,computation-11-00248.pdf,1971,"<!-- image --> Citation: Sinclair, J.; Taylor, P .J. Effects of Running in Minimal, Maximal and Conventional Footwear on",
8,knn,4,0.84425896,running,computation-11-00248.pdf,2013,"In conclusion, no comparison of conventional, minimal and maximal footwear has previously been undertaken using cumulati",
8,knn,5,0.8416232,running,computation-11-00248.pdf,1973,"Recent evidence has shown that surrogate measures, such as tibial acceleration and loading rates of the vertical ground ",
8,knn,6,0.8396629,running,computation-11-00248.pdf,2008,"The aim of the current investigation was to examine the effects of minimal, maximal and conventional running footwear on",
8,knn,7,0.83781314,running,computation-11-00248.pdf,1969,"Jonathan Sinclair 1,  and Paul John Taylor 2 - 1 Research Centre for Applied Sport, Physical Activity and Performance, S",
8,knn,8,0.83192086,running,‘Maximal’ running shoes may increase injury risk to some runners _ Newsroom _ Oregon State University.pdf,2497,"June 25, 2018 BEND, Ore. - Lower leg pain and injuries have long been a problem for runners, but research at Oregon Stat",
8,knn,9,0.8300003,running,computation-11-00248.pdf,2009,"Stress fractures are representative of a mechanical fatigue phenomenon, whereby highmagnitude strains without sufficient",
8,knn,10,0.8268392,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2368,"In short, if you want to reduce shin splints, buy a new pair of shoes with a good amount of cushioning in them. In my pe",
8,hybrid,1,30.393822,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2370,"I'm not saying that minimalist shoes get rid of shin splints, but my personal experience was that my shin splints went a","I'm not saying that <em>minimalist</em> <em>shoes</em> get rid <em>of</em> shin splints, but my personal experience was that my"
8,hybrid,2,26.22168,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2371,"2. My pace slowed down considerably when I transitioned, as my feet were now the most sore part of my running anatomy an","My pace slowed down considerably when I transitioned, as my feet were now the most sore part <em>of</em> my <em>running</em>"
8,hybrid,3,25.131968,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2368,"In short, if you want to reduce shin splints, buy a new pair of shoes with a good amount of cushioning in them. In my pe","In short, if you want to reduce shin splints, buy a new pair <em>of</em> <em>shoes</em> with a good amount <em>of</em> cushioning"
8,hybrid,4,23.956408,running,computation-11-00248.pdf,2010,"Importantly, this investigation showed that tibial stress fracture probability was significantly greater in the minimal ","Importantly, this investigation showed that <em>tibial</em> <em>stress</em> fracture probability was significantly greater"
8,hybrid,5,23.818962,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2369,(Source: Running Room employee and paid instructor for beginner training programs.) <!-- image --> 1 <!-- image --> <!--,(Source: <em>Running</em> Room employee <em>and</em> paid instructor for beginner training programs.) <!
8,hybrid,6,23.365839,running,Knee pain and other running injuries - NHS.pdf,2151,"Running injuries can affect anyone, from experienced runners who push themselves hard, to beginners whose muscles are no","<em>Running</em> injuries can <em>affect</em> anyone, from experienced runners who push themselves hard, to beginners whose"
8,hybrid,7,23.078392,running,computation-11-00248.pdf,1973,"Recent evidence has shown that surrogate measures, such as tibial acceleration and loading rates of the vertical ground ","vertical ground reaction force, are not representative <em>of</em> <em>tibial</em> bone loading in <em>running</em> ."
8,hybrid,8,22.048872,running,computation-11-00248.pdf,1972,Running shoes serve as the principal interface connecting the foot and ground and have thus been posited as a pivotal me,<em>Running</em> <em>shoes</em> serve as the principal interface connecting the foot <em>and</em> ground <em>and</em> have thus been posited
8,hybrid,9,21.838203,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2366,I am now wearing a standard Nike shoe (nothing fancy) and I get really bad shin splints after a couple of days of runnin,<em>of</em> days <em>of</em> <em>running</em>.
8,hybrid,10,19.940895,running,computation-11-00248.pdf,1969,"Jonathan Sinclair 1,  and Paul John Taylor 2 - 1 Research Centre for Applied Sport, Physical Activity and Performance, S","minimal, maximal <em>and</em> conventional <em>running</em> footwear on <em>tibial</em> strains <em>and</em> <em>stress</em> fracture probability"
9,knn,1,0.8492907,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2549,This guideline is intended to assist clinicians and patients through the non-operative course of care for Iliotibial Ban,
9,knn,2,0.7983314,running,traffic - Can bicycling cause runner's knee_ - Bicycles Stack Exchange.pdf,2503,Sorted by: Highest score (default) <!-- image --> The Wikipedia entry for suggests that some of possible causes may be I,
9,knn,3,0.7831763,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2557,| Rehabilitation Goals | Maintain full ROM. Promote proper movement patterns. Avoid post exercise pain/swelling. Achieve,
9,knn,4,0.7806971,running,Always injured runner _ triathlete. Anybody graduated to consistently non-injured status_ - Triathlon Forum - Slowtwitch Forum.pdf,2358,Mar 2017 Previous issues: - plantar fasciitis - ITB Three things have helped me: 1. Strength training 2x / week - mostly,
9,knn,5,0.7789979,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2553,"| Intervention | During this early phase, numerous manual interventions may be utilized to reduce the patient's pain res",
9,knn,6,0.76102483,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2417,Strength training should focus on core strength with attention to the muscles in the upper leg as well as upper body pos,
9,knn,7,0.7602695,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2556,| Rehabilitation Goals | Progress to closed-chain/weightbearing activities without loading of knee flexion. Maintain ful,
9,knn,8,0.7586205,running,return-to-running.pdf,2260,- This program is intended for soft tissue injuries such as tendinopathies and chronic strains. Acute sprains and strain,
9,knn,9,0.7582177,running,return-to-running.pdf,2253,This rehabilitation program is designed to return the individual to their activities as quickly and safely as possible. ,
9,knn,10,0.7563707,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2550,"| Diagnosis Considerations | Pain: may not occur during activity, but can intensify over time Common Aggravating Factors",
9,hybrid,1,32.138573,cycling,THE INFLUENCE OF EXTRINSIC FACTORS ON KNEE BIOMECHANICS DURING CYCLING_ A SYSTEMATIC REVIEW OF THE LITERATURE - PMC.pdf,1141,DB score = Downs and Black score; EMG = electromyography; ITB = iliotibial band; ITBS: iliotibial band syndrome; OA = os,DB score = Downs and Black score; EMG = electromyography; ITB = <em>iliotibial</em> <em>band</em>; <em>ITBS</em>: <em>iliotibial</em> <em>band</em>
9,hybrid,2,30.198893,cycling,14-Borgers_et_al..pdf,892,"The iliotibial band syndrome (ITBS) is a frequent overuse injury in both runners and cyclists (20,23,36) . During flexio","The <em>iliotibial</em> <em>band</em> <em>syndrome</em> (<em>ITBS</em>) is <em>a</em> frequent overuse injury in both runners and cyclists (20,23,36"
9,hybrid,3,26.453346,cycling,14-Borgers_et_al..pdf,893,"<!-- image --> Two UCI U23 in our cohort suffered from ITB syndrome, both diagnoses were confirmed on MRI. Treatment for","-- image --> Two UCI U23 in our cohort suffered from ITB <em>syndrome</em>, both diagnoses were confirmed on MRI"
9,hybrid,4,23.186495,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2549,This guideline is intended to assist clinicians and patients through the non-operative course of care for Iliotibial Ban,This guideline is intended to assist clinicians and patients through the non-operative course of care <em>for</em>
9,hybrid,5,18.614964,running,traffic - Can bicycling cause runner's knee_ - Bicycles Stack Exchange.pdf,2503,Sorted by: Highest score (default) <!-- image --> The Wikipedia entry for suggests that some of possible causes may be I,-- image --> The Wikipedia entry <em>for</em> suggests that some of possible causes may be <em>Iliotibial</em> <em>band</em> <em>syndrome</em>
9,hybrid,6,18.38778,running,Common Running Injuries and How to Avoid Them - Union Health.pdf,2614,"- Runner's knee : Patellofemoral pain syndrome, commonly known as runner's knee, causes pain just behind or next to the ","- Runner's knee : Patellofemoral pain <em>syndrome</em>, commonly known as runner's knee, causes pain just behind"
9,hybrid,7,18.045757,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2413,"Many running injuries are related to overuse, improper running form, or both. Common injuries include: - stress fracture","fractures in the foot, heel, shin, or hip - plantar fasciitis (heel spurs) - Achilles tendinitis - <em>iliotibial</em>"
9,hybrid,8,17.612675,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2418,"Flexibility requirements vary from individual to individual. However, many runners have especially tight hamstrings, hip","If you feel pain during <em>a</em> run, stop and stretch."
9,hybrid,9,16.74609,badminton,How Physiotherapy Helps With Badminton Injuries.pdf,172,Physiotherapy provides a focused approach to managing and recovering from badminton injuries: - Individualized Assessmen,and overall physical condition to develop <em>a</em> personalized treatment <em>plan</em>. - Manual Therapy: Techniques
9,hybrid,10,16.470747,cycling,(PDF) Cycling Injuries of the Lower Extremity.pdf,1265,"Volume 15, Number 12, December 2007 Cycling Injuries of the Lower Extremity Figure 6 The location of pain (shaded circle",Extremity Figure 6 The location of pain (shaded circle) associated with pes anserine bursitis. tion in <em>training</em>
10,knn,1,0.8443662,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3196,"The clinical presentation of a hamstring injury may vary depending on the grade, location, and mechanism of injury. An a",
10,knn,2,0.83256483,soccer,The Best Soccer Prehab Exercises For Injury Prevention.pdf,3484,Hamstring strains are the most common soccer muscle injury accounting for up to 50% of muscle injuries. They tend to be ,
10,knn,3,0.827157,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3192,"Hamstring injuries are among the most frequent lower limb trauma occurring in sports, affecting both professional and am",
10,knn,4,0.8202391,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3199,"Like in every other musculoskeletal injury, inspection, palpation, range of motion and strength should be assessed. Firs",
10,knn,5,0.82021326,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3193,Hamstring injuries are a common factor in most prolonged pauses from training and competition in athlete's careers and u,
10,knn,6,0.81484735,soccer,sports-12-00134-v2.pdf,3043,https://doi.org/10.3390/ sports12050134 Academic Editor: Yohei Takai Received: 14 April 2024 Revised: 9 May 2024 Accepte,
10,knn,7,0.81074876,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3212,"12. Murphy, D.F., D.A. Connolly, and B.D. Beynnon, Risk factors for lower extremity injury: a review of the literature. ",
10,knn,8,0.80848706,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3211,"1. Lempainen, L., et al., Distal tears of the hamstring muscles: review of the literature and our results of surgical tr",
10,knn,9,0.8055661,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3191,"Muscle injuries are the most frequent traumas occurring in sports, and among those, the hamstrings are the most commonly",
10,knn,10,0.8026183,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3195,Risk factors for hamstring can be categorized as modifiable and nonmodifiable. Modifiable risk factors include inadequat,
10,hybrid,1,37.740623,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3196,"The clinical presentation of a hamstring injury may vary depending on the grade, location, and mechanism of injury. An a","<em>The</em> clinical presentation <em>of</em> <em>a</em> <em>hamstring</em> injury may vary depending <em>on</em> <em>the</em> grade, location, <em>and</em> mechanism"
10,hybrid,2,32.38326,soccer,52836.pdf,3431,"Mechanism of Injury Ankle sprains occur when the ligaments surrounding the ankle are stretched or torn, often due to sud",", often due <em>to</em> <em>sudden</em> changes <em>in</em> direction, uneven surfaces, <em>or</em> direct contact with another player ."
10,hybrid,3,30.60281,running,Knee pain and other running injuries - NHS.pdf,2157,"To treat achilles pain at home, apply wrapped up ice to the area if you can feel a lump there (never put ice directly on","<em>To</em> treat achilles <em>pain</em> at home, apply wrapped up ice <em>to</em> <em>the</em> area <em>if</em> you can feel <em>a</em> lump there (never"
10,hybrid,4,28.182003,running,Knee pain and other running injuries - NHS.pdf,2158,"A sharp pain will stop you running altogether. Even if the pain is not severe, it's a good idea to rest until the pain g",<em>A</em> <em>sharp</em> <em>pain</em> will stop you <em>running</em> altogether.
10,hybrid,5,28.067566,soccer,sports-12-00134-v2.pdf,3046,"When a player sprints, the activation caused in the hamstrings (level and timing), is very different from the strengthen",greater than <em>the</em> activation <em>experienced</em> by <em>the</em> rest <em>of</em> <em>the</em> <em>hamstring</em> muscles involved .
10,hybrid,6,27.755632,running,Knee pain and other running injuries - NHS.pdf,2156,"You may have pain and swelling at the back of the ankle or heel. The pain may be minor but continuous, or it could be su",You may have <em>pain</em> <em>and</em> swelling at <em>the</em> <em>back</em> <em>of</em> <em>the</em> ankle <em>or</em> heel.
10,hybrid,7,27.545256,running,return-to-running.pdf,2259,- Running Warmup: A dynamic warmup and 3-5-minute walk should precede each run - Running Frequency: - Every other day (i,- <em>Running</em> Warmup: <em>A</em> dynamic warmup <em>and</em> 3-5-minute walk should precede each run - <em>Running</em> Frequency: -
10,hybrid,8,27.263205,running,Knee pain and other running injuries - NHS.pdf,2154,"Do not run if you have pain in your knee. If you still feel pain after a week's rest, see a GP or physiotherapist. How s",Do <em>not</em> run <em>if</em> you have <em>pain</em> <em>in</em> your knee.
10,hybrid,9,26.075954,running,Knee pain and other running injuries - NHS.pdf,2169,You will not be able to run with a muscle strain. The time it takes for a strain to heal and for you to start running ag,You will <em>not</em> be able <em>to</em> run with <em>a</em> muscle <em>strain</em>.
10,hybrid,10,26.036217,running,Knee pain and other running injuries - NHS.pdf,2167,The pain of a muscle strain is often sudden and feels as if someone has kicked you in the area of your calf or hamstring,<em>The</em> <em>pain</em> <em>of</em> <em>a</em> muscle <em>strain</em> is often <em>sudden</em> <em>and</em> feels as <em>if</em> someone has kicked you <em>in</em> <em>the</em> area <em>of</em> your
11,hybrid,1,39.27853,badminton,badminton-related-musculoskeletal-injuries-in-senior-players-epidemiology-and-preventive-strategies-15917.pdf,51,"strong and coordinated muscle activation across the hip, knee, and ankle joints stabilizes these areas and absorbs impac","stability, and proper ankle positioning during landing <em>to</em> <em>reduce</em> <em>injury</em> risks."
11,hybrid,2,39.022305,badminton,5673-17122-1-PB.pdf,383,Implementation of a Structured Warm-up and Cool-down Programme: A thorough warm-up before training or competition and an,Implementation of a Structured <em>Warm</em>-<em>up</em> and Cool-down Programme: A thorough <em>warm</em>-<em>up</em> <em>before</em> training <em>or</em>
11,hybrid,3,37.608036,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3599,"Applying an injury prevention strategy is something that cannot be described in one article such as this, as the goal fo",", as <em>the</em> goal for every club should be <em>to</em> build a philosophy based on <em>each</em> <em>football</em> athlete's individual"
11,hybrid,4,36.623726,badminton,How Physiotherapy Helps With Badminton Injuries.pdf,168,"Achilles tendonitis is an overuse injury that affects the Achilles tendon, which links the calf muscles to the heel bone",An ultrasound <em>or</em> MRI <em>can</em> help determine <em>the</em> severity of <em>the</em> <em>injury</em>.
11,hybrid,5,35.770954,badminton,#1 Injury Prevention Tips for Badminton.pdf,345,"For beginners, some of the most effective badminton injury prevention tips are: 1. Learn good footwork and racket grip 2","For beginners, some of <em>the</em> <em>most</em> <em>effective</em> badminton <em>injury</em> prevention tips <em>are</em>: 1."
11,hybrid,6,33.219967,badminton,Common Badminton Injuries and Their Preventions.pdf,399,include: exercises Mobility to improve exercises Flexibility exercises Cross-training to prevent Education on warming Wh,on warming When motion range of Women's muscular <em>up</em> cooling and <em>to</em> treatment Health <em>the</em> Knee <em>The</em> affected
11,hybrid,7,32.58771,soccer,577.full.pdf,4056,The ef /uni FB01 cacy of FIFA 11+ was /uni FB01 rst proven in young female players 2 5 as was the Prevent and Enhance Pe,"<em>to</em> 50%) of injuries in female players aged 13 -18 in large RCTs, when <em>the</em> <em>warm</em> <em>up</em> <em>exercises</em> were performed"
11,hybrid,8,32.29148,soccer,jcm-14-01714.pdf,4028,Other types of neuromuscular training were also evaluated. Emery and Meeuwisse compared the efficacy of a standardized w,Emery and Meeuwisse compared <em>the</em> efficacy of a standardized <em>warm</em>-<em>up</em> program with a 15 min duration versus
11,hybrid,9,31.935656,soccer,jcm-14-01714.pdf,4016,The growing concern regarding injury prevalence in soccer has prompted extensive research into preventive measures. Amon,<em>reduce</em> <em>injury</em> <em>risk</em>.
11,hybrid,10,31.36929,soccer,Soccer Warm-Up Drills for Coaches_ Enhance Player Readiness.pdf,2840,"Soccer-specific warm-up strategies are a cornerstone of player preparation, blending science and practice to optimize pe","Soccer-specific <em>warm</em>-<em>up</em> strategies <em>are</em> a cornerstone of player preparation, blending science and practice"
12,knn,1,0.8128898,soccer,ijerph-19-13237.pdf,3785,"| Ehrmann et al., 2016 | N=19, mean age: 25.7 5.1 years, Australian League team | Retrospective study, 1 season | Time-l",
12,knn,2,0.8080873,soccer,ijerph-19-13237.pdf,3808,"As a team-based sport, the training and competition loads of soccer are uniformly arranged, but the application of the s",
12,knn,3,0.8069213,soccer,ijerph-19-13237.pdf,3796,"Over the past 10 years, GPS and accelerometer technologies have become the main external load-monitoring tools for team ",
12,knn,4,0.7937561,soccer,s40798-020-00296-1.pdf,2803,"One high-quality study evaluated the association between the duration of training and matches (over the preceding week, ",
12,knn,5,0.79324245,soccer,ijerph-19-13237.pdf,3798,"For the number of accelerations in training, the greatest risk of contact injury occurs when there is an ACWR (1:4) &gt;",
12,knn,6,0.79300547,soccer,sports-12-00134-v2.pdf,3066,"In our case, being aware that the sprint can have risky and adverse e ff ects if we measure retrospectively, we must try",
12,knn,7,0.7906526,soccer,ijerph-19-13237.pdf,3782,"| Author, Time | Participants | Follow-Up | Injury Definition | Results | |-------------------------|-------------------",
12,knn,8,0.7886721,soccer,e001461.full.pdf,4373,Surveillance with correction of conduction of training/ exercise execution was included as one of seven preventative mea,
12,knn,9,0.7883993,soccer,ijerph-19-13237.pdf,3761,"With the development of commercialization and professionalism in soccer, the professional leagues in many countries have",
12,knn,10,0.7863324,soccer,00007256-200434130-00004.pdf,3383,"About 20 years ago, Ekstrand et al. evaluated an injury prevention programme in male senior division players. Six out of",
12,hybrid,1,25.603224,soccer,sports-12-00134-v2.pdf,3044,"In sprinting, we are faced with a reality where, on the one hand, the player needs to be able to perform actions at a ve","actions <em>at</em> a very high speed during matches, and on the other hand, this type <em>of</em> effort increase the"
12,hybrid,2,24.034204,soccer,ijerph-19-13237.pdf,3796,"Over the past 10 years, GPS and accelerometer technologies have become the main external load-monitoring tools for team ","sports, and <em>can</em> objectively and accurately quantify the distance and speed <em>of</em> <em>training</em> and competition"
12,hybrid,3,21.87652,soccer,ijerph-19-13237.pdf,3785,"| Ehrmann et al., 2016 | N=19, mean age: 25.7 5.1 years, Australian League team | Retrospective study, 1 season | Time-l",", 1 season | Time-loss injuries | <em>Players</em> performed significantly <em>higher</em> meters per minute in the weeks"
12,hybrid,4,21.705288,soccer,e001461.full.pdf,4372,The greatest difference between the HIGH and LOW groups was the opinion on the leadership style of coaches. This is a pr,<em>Our</em> basic hypothesis is that the coaches <em>are</em> the most important persons for the <em>injury</em> situation in an
12,hybrid,5,21.397543,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3598,Scientific literature has demonstrated that there are clear relationships between squad injury rates and overall team pe,Scientific literature has demonstrated that there <em>are</em> clear relationships between squad <em>injury</em> rates
12,hybrid,6,21.150139,swimming,i1062-6050-55-1-32.pdf,5463,"However, despite similar or even higher volumes reported in adult swimmers, results in this age group varied. This discr",This discrepancy in evidence across the life span <em>of</em> the swimmer <em>can</em> be supported with the <em>recently</em> introduced
12,hybrid,7,20.741753,soccer,e001461.full.pdf,4370,This study on modifiable risk factors for hamstring injury among professional football players revealed that CMOs from e,This study on modifiable <em>risk</em> factors for hamstring <em>injury</em> among professional <em>football</em> <em>players</em> revealed
12,hybrid,8,20.471321,soccer,How to prevent common exercise injuries.pdf,4119,"14. Ingraham. Proprioception, the True Sixth Sense: The vital and strange sensation of position, movement, and effort. P",Proprioceptive <em>Training</em> and <em>Injury</em> Prevention in a Professional Men's Basketball <em>Team</em>: A Six-Year Prospective
12,hybrid,9,20.162592,soccer,s40798-020-00296-1.pdf,2736,Implementing an optimal training load in elite youth soccer training programs is of utmost importance to reduce the risk,<em>Training</em> load <em>can</em> be categorized into two components.
12,hybrid,10,20.050093,soccer,ijerph-19-13237.pdf,3808,"As a team-based sport, the training and competition loads of soccer are uniformly arranged, but the application of the s","As a <em>team</em>-based sport, the <em>training</em> and competition loads <em>of</em> soccer <em>are</em> uniformly arranged, but the application"
13,knn,1,0.8653637,swimming,s40798-016-0051-2.pdf,5519,Shoulder Rehabilitation Changes in training practices and improved research allow healthcare providers to manage shoulde,
13,knn,2,0.8597897,swimming,10.1177_1941738110377611.pdf,5484,Keywords: swimmer's shoulder; swim strokes; biomechanics C ompetitive swimming has become an increasingly popular sport ,
13,knn,3,0.8591524,swimming,s40798-016-0051-2.pdf,5515,Swimmers often do weight lifting and other ' dryland training ' as part of their training program. Acute musculoskeletal,
13,knn,4,0.8538188,swimming,10.1177_1941738110377611.pdf,5499,The painful swimmer's shoulder should be considered in the context of the entire kinetic chain. This approach allows ide,
13,knn,5,0.85334015,swimming,10.1177_1941738112442132.pdf,4348,Musculoskeletal overuse injuries are a common source of pain in competitive swimmers. Correct stroke technique may help ,
13,knn,6,0.85235524,swimming,s40798-016-0051-2.pdf,5516,<!-- image --> aware of physiologic stressors and biomechanics during the swim stroke similar to how we have come to und,
13,knn,7,0.85113627,swimming,10.1177_1941738114527056.pdf,4810,"Stroke errors are potential risk factors for shoulder pain in competitive swimmers. 4,8,14,15 Swimmers are subject to sh",
