request_id,mode,rank,score,hit_category,hit_source,hit_id,snippet,highlight
6,hybrid,9,11.327823,cycling,Improving cycling safety for children and youth _ Paediatrics & Child Health _ Oxford Academic.pdf,542,"Historically, cycling safety advocates have focused primarily on riders and their responsibilities, with emphasis on wea","Historically, <em>cycling</em> safety advocates have focused primarily on riders <em>and</em> their responsibilities, with"
6,hybrid,10,11.301263,cycling,2507.19637v1.pdf,1015,"Cycling, as a rhythmic and kinematically constrained activity, provides a controlled environment for studying muscle syn","<em>Cycling</em>, as <em>a</em> rhythmic <em>and</em> kinematically constrained activity, provides <em>a</em> controlled environment <em>for</em>"
7,knn,1,0.87858087,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2461,The development of Runner's Knee can be attributed to a range of factors: - Overuse and Repetitive Stress : Activities t,
7,knn,2,0.8699133,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2457,"Runner's Knee, or Patellofemoral Pain Syndrome, is a common ailment among athletes, particularly those who engage in spo",
7,knn,3,0.8645799,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2460,"The primary symptom of Runner's Knee is a dull, aching pain around or behind the kneecap (patella). This pain is often t",
7,knn,4,0.84723747,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2462,"Runner's Knee, though a common issue among athletes and active individuals, can often be prevented with the right approa",
7,knn,5,0.84388876,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2459,"Runner's Knee, or Patellofemoral Pain Syndrome, is not just a single condition but a spectrum of disorders that cause pa",
7,knn,6,0.83173007,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2466,"When dealing with Runner's Knee, a multifaceted approach to treatment and management is essential. It's not just about a",
7,knn,7,0.8269186,running,Common Running Injuries and How to Avoid Them - Union Health.pdf,2614,"- Runner's knee : Patellofemoral pain syndrome, commonly known as runner's knee, causes pain just behind or next to the ",
7,knn,8,0.8257915,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2458,1. Comprehensive Understanding : Runner's Knee involves pain around the knee and is common in athletes and active indivi,
7,knn,9,0.82302576,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2463,A crucial aspect of preventing Runner's Knee is adopting a well-planned training regimen that prioritizes knee health. -,
7,knn,10,0.8192984,running,"Ward Chiropractic And Rehabilitation - Chiropractor In Fairfax, VA USA __ FAQs on Running.pdf",2567,The knee cap or patella is a common source of irritation for runners. The constant rubbing of the patella over the knee ,
7,hybrid,1,7.508148,running,Patellofemoral Pain Syndrome (PFPS)_ Symptoms & Treatment.pdf,2179,Patellofemoral pain syndrome (PFPS) is knee pain under or around your patella (kneecap). Experts aren't certain what cau,Patellofemoral pain syndrome (PFPS) <em>is</em> <em>knee</em> pain under or around your patella (kneecap).
7,hybrid,2,7.336109,running,Running-injury recovery in five stages _ Sports injuries _ The Guardian.pdf,2621,"This is where runners will pretend their ongoing calf pain isn't really that problematic, or that their foot isn't reall","This <em>is</em> where runners will pretend their ongoing calf pain isn't really that problematic, or that their"
7,hybrid,3,6.9332027,running,The Path to Healing From A Running Injury _ Injinji®.pdf,2114,"My history with injury goes way back to junior high. When I started track, I was in and out of physical therapy (PT), as","started track, I was in and out of physical therapy (PT), as well as orthopedic surgeons, dealing with <em>knee</em>"
7,hybrid,4,6.898369,running,running-injuries-how-to-prevent-and-overcome.pdf,2533,"- the back - the buttocks, - the hip, pelvis, and groin, - the upper leg, - the knee, - the lower leg, - the tendons, - ","- the back - the buttocks, - the hip, pelvis, and groin, - the upper leg, - the <em>knee</em>, - the lower leg"
7,hybrid,5,6.5769815,running,Patellofemoral Pain Syndrome (PFPS)_ Symptoms & Treatment.pdf,2185,Experts aren't sure exactly what causes PFPS. Some factors or issues that may cause it include: - Overusing your knees: ,Experts aren't sure exactly <em>what</em> causes PFPS.
7,hybrid,6,6.1766353,running,running - How do I overcome this muscle _ knee pain_ - Physical Fitness Stack Exchange.pdf,2093,Sorted by: Highest score (default) <!-- image --> <!-- image --> 3 <!-- image --> Disclaimer: I'm not a doctor and this ,-- image --> Disclaimer: I'm not a doctor and this <em>is</em> not a diagnosis; I recommend you consult a physical
7,hybrid,7,6.1125526,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2474,"As we conclude our comprehensive guide on Runner's Knee, it's important to remember that while this condition is common ","As we conclude our comprehensive guide on Runner's <em>Knee</em>, it's important to remember that while this condition"
7,hybrid,8,5.9264646,running,Patellofemoral Pain Syndrome (PFPS)_ Symptoms & Treatment.pdf,2196,"You might be able to prevent PFPS, depending on what your provider thinks might have caused it. For example, you can slo","You might be able to prevent PFPS, depending on <em>what</em> your provider thinks might have caused it."
7,hybrid,9,5.8122377,running,running - How do I overcome this muscle _ knee pain_ - Physical Fitness Stack Exchange.pdf,2095,<!-- image --> <!-- image --> <!-- image --> <!-- image --> <!-- image --> <!-- image --> 1 <!-- image --> <!-- image --,Exercise itself <em>is</em> not supposed to be that painful!
7,hybrid,10,5.397256,running,traffic - Can bicycling cause runner's knee_ - Bicycles Stack Exchange.pdf,2502,"traffic injury Share Improve this question Follow asked Nov 14, 2013 at 19:43 src 115 1 8 <!-- image --> - 5 I'd say tha",More likely it <em>is</em> your bike fit (and your bike has to fit correctly in order to pedal correctly.)
8,knn,1,0.882205,running,computation-11-00248.pdf,1972,Running shoes serve as the principal interface connecting the foot and ground and have thus been posited as a pivotal me,
8,knn,2,0.8572491,running,computation-11-00248.pdf,2010,"Importantly, this investigation showed that tibial stress fracture probability was significantly greater in the minimal ",
8,knn,3,0.8516272,running,computation-11-00248.pdf,1971,"<!-- image --> Citation: Sinclair, J.; Taylor, P .J. Effects of Running in Minimal, Maximal and Conventional Footwear on",
8,knn,4,0.84425896,running,computation-11-00248.pdf,2013,"In conclusion, no comparison of conventional, minimal and maximal footwear has previously been undertaken using cumulati",
8,knn,5,0.8416232,running,computation-11-00248.pdf,1973,"Recent evidence has shown that surrogate measures, such as tibial acceleration and loading rates of the vertical ground ",
8,knn,6,0.8396629,running,computation-11-00248.pdf,2008,"The aim of the current investigation was to examine the effects of minimal, maximal and conventional running footwear on",
8,knn,7,0.83781314,running,computation-11-00248.pdf,1969,"Jonathan Sinclair 1,  and Paul John Taylor 2 - 1 Research Centre for Applied Sport, Physical Activity and Performance, S",
8,knn,8,0.83192086,running,‘Maximal’ running shoes may increase injury risk to some runners _ Newsroom _ Oregon State University.pdf,2497,"June 25, 2018 BEND, Ore. - Lower leg pain and injuries have long been a problem for runners, but research at Oregon Stat",
8,knn,9,0.8300003,running,computation-11-00248.pdf,2009,"Stress fractures are representative of a mechanical fatigue phenomenon, whereby highmagnitude strains without sufficient",
8,knn,10,0.8268392,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2368,"In short, if you want to reduce shin splints, buy a new pair of shoes with a good amount of cushioning in them. In my pe",
8,hybrid,1,30.393822,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2370,"I'm not saying that minimalist shoes get rid of shin splints, but my personal experience was that my shin splints went a","I'm not saying that <em>minimalist</em> <em>shoes</em> get rid <em>of</em> shin splints, but my personal experience was that my"
8,hybrid,2,26.22168,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2371,"2. My pace slowed down considerably when I transitioned, as my feet were now the most sore part of my running anatomy an","My pace slowed down considerably when I transitioned, as my feet were now the most sore part <em>of</em> my <em>running</em>"
8,hybrid,3,25.131968,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2368,"In short, if you want to reduce shin splints, buy a new pair of shoes with a good amount of cushioning in them. In my pe","In short, if you want to reduce shin splints, buy a new pair <em>of</em> <em>shoes</em> with a good amount <em>of</em> cushioning"
8,hybrid,4,23.956408,running,computation-11-00248.pdf,2010,"Importantly, this investigation showed that tibial stress fracture probability was significantly greater in the minimal ","Importantly, this investigation showed that <em>tibial</em> <em>stress</em> fracture probability was significantly greater"
8,hybrid,5,23.818962,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2369,(Source: Running Room employee and paid instructor for beginner training programs.) <!-- image --> 1 <!-- image --> <!--,(Source: <em>Running</em> Room employee <em>and</em> paid instructor for beginner training programs.) <!
8,hybrid,6,23.365839,running,Knee pain and other running injuries - NHS.pdf,2151,"Running injuries can affect anyone, from experienced runners who push themselves hard, to beginners whose muscles are no","<em>Running</em> injuries can <em>affect</em> anyone, from experienced runners who push themselves hard, to beginners whose"
8,hybrid,7,23.078392,running,computation-11-00248.pdf,1973,"Recent evidence has shown that surrogate measures, such as tibial acceleration and loading rates of the vertical ground ","vertical ground reaction force, are not representative <em>of</em> <em>tibial</em> bone loading in <em>running</em> ."
8,hybrid,8,22.04887,running,computation-11-00248.pdf,1972,Running shoes serve as the principal interface connecting the foot and ground and have thus been posited as a pivotal me,<em>Running</em> <em>shoes</em> serve as the principal interface connecting the foot <em>and</em> ground <em>and</em> have thus been posited
8,hybrid,9,21.838203,running,Which is better for shin splints_ A minimalist or cushioned shoe_ _ r_running.pdf,2366,I am now wearing a standard Nike shoe (nothing fancy) and I get really bad shin splints after a couple of days of runnin,<em>of</em> days <em>of</em> <em>running</em>.
8,hybrid,10,19.940895,running,computation-11-00248.pdf,1969,"Jonathan Sinclair 1,  and Paul John Taylor 2 - 1 Research Centre for Applied Sport, Physical Activity and Performance, S","minimal, maximal <em>and</em> conventional <em>running</em> footwear on <em>tibial</em> strains <em>and</em> <em>stress</em> fracture probability"
9,knn,1,0.8492907,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2549,This guideline is intended to assist clinicians and patients through the non-operative course of care for Iliotibial Ban,
9,knn,2,0.83735293,cycling,14-Borgers_et_al..pdf,893,"<!-- image --> Two UCI U23 in our cohort suffered from ITB syndrome, both diagnoses were confirmed on MRI. Treatment for",
9,knn,3,0.83533853,cycling,14-Borgers_et_al..pdf,892,"The iliotibial band syndrome (ITBS) is a frequent overuse injury in both runners and cyclists (20,23,36) . During flexio",
9,knn,4,0.81576574,cycling,CyclingInjuriesoftheLowerExtremity.pdf,1739,The position of the iliotibial band (ITB) relative to the lateral femoral condyle in knee flexion (A) and extension (B) ,
9,knn,5,0.7983314,running,traffic - Can bicycling cause runner's knee_ - Bicycles Stack Exchange.pdf,2503,Sorted by: Highest score (default) <!-- image --> The Wikipedia entry for suggests that some of possible causes may be I,
9,knn,6,0.7917005,cycling,CyclingInjuriesoftheLowerExtremity.pdf,1738,"The ITB is a thick, fibrous band originating from the iliac crest and extending across the hip and knee to insert onto G",
9,knn,7,0.7907663,cycling,(PDF) Cycling Injuries of the Lower Extremity.pdf,1267,"The ITB is a thick, fibrous band originating from the iliac crest and extending across the hip and knee to insert onto G",
9,knn,8,0.7831763,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2557,| Rehabilitation Goals | Maintain full ROM. Promote proper movement patterns. Avoid post exercise pain/swelling. Achieve,
9,knn,9,0.7806971,running,Always injured runner _ triathlete. Anybody graduated to consistently non-injured status_ - Triathlon Forum - Slowtwitch Forum.pdf,2358,Mar 2017 Previous issues: - plantar fasciitis - ITB Three things have helped me: 1. Strength training 2x / week - mostly,
9,knn,10,0.7789979,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2553,"| Intervention | During this early phase, numerous manual interventions may be utilized to reduce the patient's pain res",
9,hybrid,1,23.186495,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2549,This guideline is intended to assist clinicians and patients through the non-operative course of care for Iliotibial Ban,This guideline is intended to assist clinicians and patients through the non-operative course of care <em>for</em>
9,hybrid,2,18.614964,running,traffic - Can bicycling cause runner's knee_ - Bicycles Stack Exchange.pdf,2503,Sorted by: Highest score (default) <!-- image --> The Wikipedia entry for suggests that some of possible causes may be I,-- image --> The Wikipedia entry <em>for</em> suggests that some of possible causes may be <em>Iliotibial</em> <em>band</em> <em>syndrome</em>
9,hybrid,3,18.38778,running,Common Running Injuries and How to Avoid Them - Union Health.pdf,2614,"- Runner's knee : Patellofemoral pain syndrome, commonly known as runner's knee, causes pain just behind or next to the ","- Runner's knee : Patellofemoral pain <em>syndrome</em>, commonly known as runner's knee, causes pain just behind"
9,hybrid,4,18.045757,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2413,"Many running injuries are related to overuse, improper running form, or both. Common injuries include: - stress fracture","fractures in the foot, heel, shin, or hip - plantar fasciitis (heel spurs) - Achilles tendinitis - <em>iliotibial</em>"
9,hybrid,5,17.612675,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2418,"Flexibility requirements vary from individual to individual. However, many runners have especially tight hamstrings, hip","If you feel pain during <em>a</em> run, stop and stretch."
9,hybrid,6,15.139622,running,Sports Injury Prevention _ Running _ Boston Children's Hospital.pdf,2416,"If you've set a goal of a longer run, follow a progressive program that gradually builds up to greater distances with so","If you've set <em>a</em> goal of <em>a</em> longer run, follow <em>a</em> <em>progressive</em> program that gradually builds up to greater"
9,hybrid,7,13.111076,running,rehabilitation-protocol-for-iliotibial-band-syndrome.pdf,2553,"| Intervention | During this early phase, numerous manual interventions may be utilized to reduce the patient's pain res","Tissue Mobilization Taping (Mc Connell, Kinesiotaping) Ischemic compression/Bloodflow Restrictive <em>Training</em>"
9,hybrid,8,11.851549,running,running - How do I overcome this muscle _ knee pain_ - Physical Fitness Stack Exchange.pdf,2093,Sorted by: Highest score (default) <!-- image --> <!-- image --> 3 <!-- image --> Disclaimer: I'm not a doctor and this ,-- image --> Disclaimer: I'm not <em>a</em> doctor and this is not <em>a</em> diagnosis; I recommend you consult <em>a</em> physical
9,hybrid,9,11.811231,running,"Runner's Knee Explained_ Effective Strategies For Prevention And Recovery - Gemini Health Group - Physiotherapy, Wellness, And Fitness - Aurora & Oak Ridges.pdf",2473,"From a physiotherapist's point of view, rehabilitation from Runner's Knee is not just about treating the symptoms but ad","From <em>a</em> physiotherapist's point of view, <em>rehabilitation</em> from Runner's Knee is not just about treating"
9,hybrid,10,11.713339,running,ijspt_2021_16_4_25754.pdf,2127,Adopting a causal framework can greatly inform injury prevention and treatment efforts by tailoring a program to the run,"Enhancing pre-run load capacity of the athlete via consistent, <em>progressive</em> loading (<em>progressive</em> strengthening"
10,knn,1,0.8443662,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3196,"The clinical presentation of a hamstring injury may vary depending on the grade, location, and mechanism of injury. An a",
10,knn,2,0.83256483,soccer,The Best Soccer Prehab Exercises For Injury Prevention.pdf,3484,Hamstring strains are the most common soccer muscle injury accounting for up to 50% of muscle injuries. They tend to be ,
10,knn,3,0.827157,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3192,"Hamstring injuries are among the most frequent lower limb trauma occurring in sports, affecting both professional and am",
10,knn,4,0.8202391,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3199,"Like in every other musculoskeletal injury, inspection, palpation, range of motion and strength should be assessed. Firs",
10,knn,5,0.82021326,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3193,Hamstring injuries are a common factor in most prolonged pauses from training and competition in athlete's careers and u,
10,knn,6,0.81484735,soccer,sports-12-00134-v2.pdf,3043,https://doi.org/10.3390/ sports12050134 Academic Editor: Yohei Takai Received: 14 April 2024 Revised: 9 May 2024 Accepte,
10,knn,7,0.81074876,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3212,"12. Murphy, D.F., D.A. Connolly, and B.D. Beynnon, Risk factors for lower extremity injury: a review of the literature. ",
10,knn,8,0.80848706,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3211,"1. Lempainen, L., et al., Distal tears of the hamstring muscles: review of the literature and our results of surgical tr",
10,knn,9,0.8055661,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3191,"Muscle injuries are the most frequent traumas occurring in sports, and among those, the hamstrings are the most commonly",
10,knn,10,0.8026183,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3195,Risk factors for hamstring can be categorized as modifiable and nonmodifiable. Modifiable risk factors include inadequat,
10,hybrid,1,37.740627,soccer,hamstring_injuries_in_athletes_a_current_approach_to_the_diagnosis_and_treatment.pdf,3196,"The clinical presentation of a hamstring injury may vary depending on the grade, location, and mechanism of injury. An a","<em>The</em> clinical presentation <em>of</em> <em>a</em> <em>hamstring</em> injury may vary depending <em>on</em> <em>the</em> grade, location, <em>and</em> mechanism"
10,hybrid,2,32.38326,soccer,52836.pdf,3431,"Mechanism of Injury Ankle sprains occur when the ligaments surrounding the ankle are stretched or torn, often due to sud",", often due <em>to</em> <em>sudden</em> changes <em>in</em> direction, uneven surfaces, <em>or</em> direct contact with another player ."
10,hybrid,3,28.067566,soccer,sports-12-00134-v2.pdf,3046,"When a player sprints, the activation caused in the hamstrings (level and timing), is very different from the strengthen",greater than <em>the</em> activation <em>experienced</em> by <em>the</em> rest <em>of</em> <em>the</em> <em>hamstring</em> muscles involved .
10,hybrid,4,25.048626,soccer,sports-12-00134-v2.pdf,3044,"In sprinting, we are faced with a reality where, on the one hand, the player needs to be able to perform actions at a ve","<em>In</em> <em>sprinting</em>, we are faced with <em>a</em> reality where, <em>on</em> <em>the</em> one hand, <em>the</em> player needs <em>to</em> be able <em>to</em> perform"
10,hybrid,5,24.557571,soccer,sports-12-00134-v2.pdf,3052,"12 If we want to maintain consistency in this contextual specificity, simulating game situations where 'attack versus de","12 <em>If</em> we want <em>to</em> maintain consistency <em>in</em> this contextual specificity, simulating game situations where"
10,hybrid,6,23.869509,soccer,sports-12-00134-v2.pdf,3067,"Finally, knowing that several investigations provide empirical data to support the association between sprint mechanics ",<em>a</em> practical approach <em>to</em> <em>in</em>-<em>field</em> movement assessment .
10,hybrid,7,23.819523,soccer,sports-12-00134-v2.pdf,3065,Figure 7. Sprint periodization during a typical competitive microcycle. Figure 7. Sprint periodization during a typical ,Collecting <em>and</em> accumulating data <em>and</em> <em>not</em> making decisions <em>based</em> <em>on</em> them is <em>a</em> waste <em>of</em> time.
10,hybrid,8,22.787825,soccer,e001461.full.pdf,4379,The CMOs in the LOW team group (teams having less hamstring injuries) perceived lack of regular speed training as the mo,<em>The</em> CMOs <em>in</em> <em>the</em> LOW team group (teams having less <em>hamstring</em> injuries) perceived lack <em>of</em> regular speed
10,hybrid,9,22.565321,soccer,Achilles Tendon Rupture - StatPearls - NCBI Bookshelf.pdf,3651,"A healthy tendon is predominately composed of 90% collagen type I. Following a tendon rupture, a notable alteration occu","I fibers <em>and</em> <em>an</em> increased amount <em>of</em> collagen type III, which are less resistant <em>to</em> tensile strength."
10,hybrid,10,22.488543,soccer,e001461.full.pdf,4372,The greatest difference between the HIGH and LOW groups was the opinion on the leadership style of coaches. This is a pr,"This is <em>a</em> prospective epidemiological survey, <em>and</em> this study design does <em>not</em> allow us <em>to</em> evaluate <em>the</em>"
11,knn,1,0.8208073,soccer,How to prevent common exercise injuries.pdf,4100,The best simple way to prevent injury is to warm up . 7 8 Prepare for any intense activity by doing a similar activity l,
11,knn,2,0.82052743,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3599,"Applying an injury prevention strategy is something that cannot be described in one article such as this, as the goal fo",
11,knn,3,0.8176721,badminton,"Badminton Injuries - Symptoms, Causes, Treatment & Rehabilitation.pdf",523,Warming up is often overlooked but should be part of your injury prevention routine. A good warm-up will: - Increase the,
11,knn,4,0.8159876,soccer,How to prevent common exercise injuries.pdf,4116,"8. Soligard T, Nilstad A, Steffen K, et al . Compliance with a comprehensive warm-up programme to prevent injuries in yo",
11,knn,5,0.81382924,badminton,5673-17122-1-PB.pdf,383,Implementation of a Structured Warm-up and Cool-down Programme: A thorough warm-up before training or competition and an,
11,knn,6,0.81121004,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3605,"As a practitioner at the professional level of the game, it is crucial for every club to have an 'Injury Prevention or R",
11,knn,7,0.8008467,soccer,s40798-020-00274-7.pdf,2903,"Drawing from available evidence regarding modifiable risk factors and protective factors for soccer injuries, injury pre",
11,knn,8,0.7983641,soccer,jcm-14-01714.pdf,4028,Other types of neuromuscular training were also evaluated. Emery and Meeuwisse compared the efficacy of a standardized w,
11,knn,9,0.7947569,soccer,How to prevent common exercise injuries.pdf,4115,Quite a Stretch: Stretching science has shown that this extremely popular form of exercise has almost no measurable bene,
11,knn,10,0.79250234,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3596,Check out these top tips for Pre-Warm Up Activation and Injury Reduction brought on by congested fixture periods in elit,
11,hybrid,1,0.8208073,soccer,How to prevent common exercise injuries.pdf,4100,The best simple way to prevent injury is to warm up . 7 8 Prepare for any intense activity by doing a similar activity l,<em>The</em> best simple way <em>to</em> prevent <em>injury</em> is <em>to</em> <em>warm</em> <em>up</em> . 7 8 Prepare for any intense activity by doing a
11,hybrid,2,0.82052743,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3599,"Applying an injury prevention strategy is something that cannot be described in one article such as this, as the goal fo",", as <em>the</em> goal for every club should be <em>to</em> build a philosophy based on <em>each</em> <em>football</em> athlete's individual"
11,hybrid,3,0.8176721,badminton,"Badminton Injuries - Symptoms, Causes, Treatment & Rehabilitation.pdf",523,Warming up is often overlooked but should be part of your injury prevention routine. A good warm-up will: - Increase the,Warming <em>up</em> is often overlooked but should be part of your <em>injury</em> prevention routine.
11,hybrid,4,0.8159876,soccer,How to prevent common exercise injuries.pdf,4116,"8. Soligard T, Nilstad A, Steffen K, et al . Compliance with a comprehensive warm-up programme to prevent injuries in yo",Compliance with a comprehensive <em>warm</em>-<em>up</em> programme <em>to</em> prevent injuries in youth <em>football</em>.
11,hybrid,5,0.81382924,badminton,5673-17122-1-PB.pdf,383,Implementation of a Structured Warm-up and Cool-down Programme: A thorough warm-up before training or competition and an,Implementation of a Structured <em>Warm</em>-<em>up</em> and Cool-down Programme: A thorough <em>warm</em>-<em>up</em> <em>before</em> training <em>or</em>
11,hybrid,6,0.81121004,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3605,"As a practitioner at the professional level of the game, it is crucial for every club to have an 'Injury Prevention or R","As a practitioner at <em>the</em> professional level of <em>the</em> game, it is crucial for every club <em>to</em> have an '<em>Injury</em>"
11,hybrid,7,0.8008467,soccer,s40798-020-00274-7.pdf,2903,"Drawing from available evidence regarding modifiable risk factors and protective factors for soccer injuries, injury pre",effectiveness of exercise-based interventions in <em>the</em> form of neuromuscular training (NMT) <em>warm</em>-<em>up</em> <em>programs</em>
11,hybrid,8,0.7983641,soccer,jcm-14-01714.pdf,4028,Other types of neuromuscular training were also evaluated. Emery and Meeuwisse compared the efficacy of a standardized w,Emery and Meeuwisse compared <em>the</em> efficacy of a standardized <em>warm</em>-<em>up</em> program with a 15 min duration versus
11,hybrid,9,0.7947569,soccer,How to prevent common exercise injuries.pdf,4115,Quite a Stretch: Stretching science has shown that this extremely popular form of exercise has almost no measurable bene,This article reviews several lines of evidence on <em>the</em> topic of stretching <em>to</em> prevent <em>injury</em>: Quite a
11,hybrid,10,0.79250234,soccer,Pre-Warm Up Activation & Injury Reduction in Soccer.pdf,3596,Check out these top tips for Pre-Warm Up Activation and Injury Reduction brought on by congested fixture periods in elit,Check out these top tips for Pre-<em>Warm</em> <em>Up</em> Activation and <em>Injury</em> Reduction brought on by congested fixture
12,knn,1,0.83571386,badminton,bmjsem-10-4.pdf,431,"This point is underlined by the high proportion of overuse injuries, which require a systematic injury prevention progra",
12,knn,2,0.8164738,badminton,bmjsem-10-4.pdf,430,"here, the following risk factors can only be cautiously emphasised: The risk of injury appears to increase as the level ",
12,knn,3,0.8128898,soccer,ijerph-19-13237.pdf,3785,"| Ehrmann et al., 2016 | N=19, mean age: 25.7 5.1 years, Australian League team | Retrospective study, 1 season | Time-l",
12,knn,4,0.8086741,badminton,bmjsem-10-4.pdf,432,"Another approach to monitoring the load would be regularly completing a questionnaire, such as the 'Short Recovery and S",
12,knn,5,0.8080873,soccer,ijerph-19-13237.pdf,3808,"As a team-based sport, the training and competition loads of soccer are uniformly arranged, but the application of the s",
12,knn,6,0.8069213,soccer,ijerph-19-13237.pdf,3796,"Over the past 10 years, GPS and accelerometer technologies have become the main external load-monitoring tools for team ",
12,knn,7,0.7937561,soccer,s40798-020-00296-1.pdf,2803,"One high-quality study evaluated the association between the duration of training and matches (over the preceding week, ",
12,knn,8,0.79324245,soccer,ijerph-19-13237.pdf,3798,"For the number of accelerations in training, the greatest risk of contact injury occurs when there is an ACWR (1:4) &gt;",
12,knn,9,0.79300547,soccer,sports-12-00134-v2.pdf,3066,"In our case, being aware that the sprint can have risky and adverse e ff ects if we measure retrospectively, we must try",
12,knn,10,0.7906526,soccer,ijerph-19-13237.pdf,3782,"| Author, Time | Participants | Follow-Up | Injury Definition | Results | |-------------------------|-------------------",
12,hybrid,1,0.83571386,badminton,bmjsem-10-4.pdf,431,"This point is underlined by the high proportion of overuse injuries, which require a systematic injury prevention progra","This point is underlined by the high proportion <em>of</em> overuse injuries, which require a systematic <em>injury</em>"
12,hybrid,2,0.8164738,badminton,bmjsem-10-4.pdf,430,"here, the following risk factors can only be cautiously emphasised: The risk of injury appears to increase as the level ","here, the following <em>risk</em> factors <em>can</em> only be cautiously emphasised: The <em>risk</em> <em>of</em> <em>injury</em> appears to increase"
12,hybrid,3,0.8128898,soccer,ijerph-19-13237.pdf,3785,"| Ehrmann et al., 2016 | N=19, mean age: 25.7 5.1 years, Australian League team | Retrospective study, 1 season | Time-l",", 1 season | Time-loss injuries | <em>Players</em> performed significantly <em>higher</em> meters per minute in the weeks"
12,hybrid,4,0.8086741,badminton,bmjsem-10-4.pdf,432,"Another approach to monitoring the load would be regularly completing a questionnaire, such as the 'Short Recovery and S",potential stress in their private lives and <em>at</em> school.
12,hybrid,5,0.8080873,soccer,ijerph-19-13237.pdf,3808,"As a team-based sport, the training and competition loads of soccer are uniformly arranged, but the application of the s","As a <em>team</em>-based sport, the <em>training</em> and competition loads <em>of</em> soccer <em>are</em> uniformly arranged, but the application"
12,hybrid,6,0.8069213,soccer,ijerph-19-13237.pdf,3796,"Over the past 10 years, GPS and accelerometer technologies have become the main external load-monitoring tools for team ","sports, and <em>can</em> objectively and accurately quantify the distance and speed <em>of</em> <em>training</em> and competition"
12,hybrid,7,0.7937561,soccer,s40798-020-00296-1.pdf,2803,"One high-quality study evaluated the association between the duration of training and matches (over the preceding week, ",One high-quality study evaluated the association between the duration <em>of</em> <em>training</em> and matches (over the
